7	6	8	4	4	4	6	5	9	10	11	9	10	8	20	8	9	15	7	11	11	9	16	9	19	10	3	9	7	10	7	8	10	5	12	12	9	2	6	6	5	6	7	6	8	9	7	15	6	4	16	8	12	7	7	7	9	8	9	6	10	4	11	9	9	7	8	5	7	9	7	5	7	5	8	7	4	5	4	5	8	5	4	5	6	7	1	2	6	5	1	4	5	3	10	9	4	7	16	7	10	11	2	6	7	9	8	7	5	5	7	5	8	5	9	3	5	12	5	2	1	6	5	5	1	4	3	6	6	3	6	3	7	4	3	7	4	5	5	4	5	8	6	5	4	6	6	12	6	6	11	9	6	10	6	6	3	7	5	3	4	6	9	8	13	3	8	5	6	11	6	10	2	8	12	6	6	6	7	8	7	12	6	12	16	9	9	7	8	8	6	6	6	13	6	9	5	8	11	3	8	8	5	5	3	8	9	9	5	7	8	8	9	5	6	8	13	7	10	7	7	10	3	9	9	6	9	9	6	7	13	6	6	7	7	13	7	5	5	4	7	3	10	4	8	6	11	9	13	9
3	7	7	2	7	5	4	5	14	3	7	15	2	13	19	19	14	15	17	11	17	12	14	7	13	12	9	10	6	3	7	9	6	4	4	3	13	4	8	7	5	5	8	4	5	3	4	1	11	3	9	6	10	8	4	11	8	10	6	10	6	10	4	8	7	4	14	10	3	6	3	8	4	6	5	7	5	6	6	2	4	4	6	3	3	2	1	6	0	5	5	4	5	3	6	5	5	8	4	12	6	7	8	8	5	7	5	8	5	4	7	0	8	6	5	3	9	5	3	9	9	5	5	4	6	4	2	6	5	2	2	5	2	3	3	4	10	7	5	9	5	6	7	5	2	5	5	6	2	9	2	8	9	5	7	8	5	9	9	6	5	3	2	10	7	6	12	6	5	9	11	9	6	13	8	9	7	10	7	9	6	3	4	7	5	5	5	7	7	7	7	5	8	12	6	4	6	4	4	5	14	5	9	4	7	8	4	7	3	7	8	3	5	5	3	5	5	7	10	8	6	5	10	7	9	5	7	11	9	3	11	6	9	3	3	5	7	6	8	7	7	5	3	7	5	8	6	6	6	8
4	3	11	7	6	3	14	7	3	6	9	7	14	2	12	8	15	11	15	19	12	15	19	13	10	9	13	7	14	13	10	4	7	15	6	7	3	8	12	9	3	4	11	5	4	8	6	6	6	8	10	6	6	6	9	10	3	6	10	5	11	3	4	4	13	5	10	3	8	8	0	7	2	6	10	5	10	4	5	7	4	4	7	3	6	4	2	5	4	4	5	1	4	3	3	3	6	6	8	6	7	5	6	7	9	8	8	9	6	3	4	9	4	7	8	5	5	4	4	5	7	7	2	2	3	5	2	3	7	5	3	3	3	3	3	5	8	2	11	9	7	9	5	6	6	6	3	6	1	8	5	6	4	4	8	9	11	7	4	2	6	9	5	5	7	6	5	5	8	10	9	10	10	13	10	7	8	7	11	3	11	10	10	8	6	10	7	6	5	4	8	6	8	3	10	10	9	6	7	7	7	10	9	6	9	5	8	9	4	5	6	8	5	4	5	7	5	7	6	1	9	12	9	8	6	8	8	10	12	6	15	5	9	4	4	7	11	8	5	10	9	9	6	4	5	8	8	6	9	5
4	9	7	8	4	9	13	7	5	15	7	13	13	11	12	11	7	17	17	15	9	9	16	18	12	13	10	10	8	7	9	12	6	4	8	13	10	9	4	6	7	5	7	12	12	7	6	7	5	6	3	9	8	6	4	9	9	8	8	7	6	5	7	6	5	8	5	3	8	6	4	5	8	1	4	12	9	7	3	8	7	7	5	6	2	2	4	5	6	5	1	5	2	5	5	5	5	7	4	7	3	9	8	5	6	4	9	7	9	8	4	3	6	12	7	3	5	5	6	3	3	6	4	7	7	10	4	4	4	1	5	2	3	3	2	3	5	6	5	8	6	8	5	5	6	10	3	9	4	8	9	2	11	5	2	5	3	2	3	7	3	3	6	12	8	6	2	8	8	5	6	9	6	8	9	8	9	9	3	6	8	7	7	11	7	7	4	6	4	3	7	4	0	5	8	3	4	3	10	4	9	9	10	6	9	7	7	7	2	8	10	3	7	5	5	5	8	13	9	3	6	6	5	13	9	16	7	10	10	7	7	8	8	7	6	8	11	8	5	6	10	7	7	4	13	8	5	6	3	12
2	7	3	4	7	6	14	13	9	13	10	8	13	9	18	13	15	18	13	13	12	13	9	16	10	4	12	11	10	9	8	9	8	11	12	5	4	6	8	6	4	5	8	7	8	12	7	2	8	9	11	7	10	12	11	4	8	7	8	5	3	9	8	11	10	8	7	5	10	4	4	3	4	6	2	4	5	4	6	4	3	3	1	8	0	3	3	3	2	4	0	4	3	8	6	4	8	7	6	13	12	15	4	6	8	8	8	5	6	6	6	5	2	7	7	9	3	7	1	3	3	5	3	4	10	1	8	3	3	1	2	5	5	3	6	4	5	7	6	7	3	8	8	3	8	5	8	3	5	6	7	2	4	5	6	5	8	4	4	4	7	9	4	6	12	6	4	1	3	2	9	4	10	11	8	11	6	8	7	4	9	12	5	7	8	5	7	5	5	5	11	4	8	6	8	5	7	6	4	6	9	7	6	8	2	1	10	11	5	8	11	7	7	4	6	5	9	10	11	5	5	9	10	9	3	8	6	6	9	5	3	8	5	8	7	9	7	7	9	3	3	13	5	8	11	8	7	6	6	8
3	4	6	8	7	11	7	14	12	9	6	9	7	24	14	16	15	13	17	16	14	16	13	14	16	19	14	19	3	8	11	10	8	13	3	7	6	9	6	5	9	5	7	8	8	9	11	5	8	8	7	10	5	7	10	6	3	9	5	6	10	3	10	6	9	4	6	6	7	3	5	6	4	5	4	3	6	5	5	3	8	5	4	2	6	1	4	7	4	3	6	8	4	4	4	4	8	6	8	2	6	9	2	10	4	5	6	3	7	4	7	1	6	4	5	4	2	5	2	4	5	6	1	1	2	2	0	5	6	1	3	6	4	5	5	2	7	6	7	1	3	4	6	7	4	3	8	3	11	3	2	5	4	8	3	5	4	8	9	4	12	8	8	7	3	7	6	10	7	5	3	8	9	9	12	6	6	9	12	7	11	13	10	6	5	10	10	9	7	8	7	8	9	6	5	3	3	5	9	4	10	7	9	5	4	6	5	6	4	11	4	8	7	7	6	9	10	9	9	8	12	6	4	11	4	5	8	8	9	9	4	5	6	8	8	5	13	6	10	7	12	9	11	10	7	6	6	10	10	6
3	2	6	9	8	12	4	11	11	11	16	10	12	17	21	13	22	26	15	19	14	19	15	10	15	16	14	6	6	9	10	8	12	12	12	13	9	5	3	6	7	2	13	8	10	8	10	2	7	8	6	8	3	6	6	8	8	6	8	8	10	4	10	10	11	7	4	10	6	10	8	3	4	4	4	6	3	8	1	3	6	5	7	1	4	8	2	3	2	3	6	3	6	7	7	5	6	4	5	5	7	6	6	4	5	5	4	6	9	4	8	6	4	5	9	3	7	4	7	5	6	6	2	3	9	3	6	6	2	5	7	1	5	3	6	7	3	8	1	1	4	1	2	3	8	4	7	6	6	9	3	6	4	4	3	7	4	8	9	3	9	3	9	4	11	7	5	6	9	4	2	7	7	8	12	5	7	11	6	7	5	4	6	7	6	8	11	5	7	7	6	5	9	5	3	5	4	6	7	5	5	6	6	6	8	10	7	9	7	8	8	6	5	6	15	10	5	3	6	7	6	1	8	11	2	5	9	8	9	9	14	9	10	5	8	6	9	6	10	3	8	12	8	2	7	8	9	6	5	10
4	4	6	2	8	7	8	8	6	14	16	12	10	12	13	19	23	16	18	17	14	16	21	16	14	12	14	10	11	18	8	12	9	7	10	10	7	5	8	7	10	6	7	5	2	6	7	8	7	6	5	5	4	9	6	4	9	11	1	6	11	9	3	6	5	7	6	8	2	6	6	8	9	6	4	8	5	6	3	4	3	6	6	2	2	5	2	4	1	5	3	4	7	9	4	6	5	4	2	9	3	6	4	8	7	7	4	3	6	5	7	5	2	6	4	6	5	5	8	4	7	7	2	6	5	5	6	3	3	9	5	9	4	4	4	6	3	5	5	2	4	6	7	7	15	5	4	2	8	7	10	3	6	11	6	5	2	8	9	5	10	12	8	8	11	9	6	5	2	2	6	8	5	4	7	9	10	9	5	3	7	8	10	7	5	7	7	8	2	4	5	5	3	8	9	6	5	14	7	5	5	8	5	6	6	3	9	6	9	3	13	8	6	9	7	5	10	5	11	10	8	8	9	6	8	4	6	7	5	8	12	8	8	9	8	8	12	4	5	6	8	7	5	6	8	3	3	9	4	11
3	10	6	6	6	3	3	10	10	22	14	11	17	15	15	15	19	14	15	18	19	24	15	20	12	12	10	14	7	12	11	4	6	12	5	5	9	6	4	7	10	8	4	8	9	6	11	7	7	13	4	7	8	5	7	8	8	6	6	6	6	7	14	12	7	7	5	7	7	8	6	4	6	9	7	11	7	6	7	6	9	3	5	2	5	1	3	5	7	2	3	4	3	9	2	4	3	5	4	7	6	2	6	9	4	3	4	5	2	3	8	6	6	2	5	7	6	4	5	3	5	5	4	2	8	3	2	4	4	7	4	4	7	8	4	2	1	6	9	7	4	9	8	7	2	4	4	5	9	6	7	6	9	3	6	8	7	7	7	9	3	5	8	3	6	8	4	6	7	6	2	4	7	4	8	9	5	13	8	6	5	2	8	11	4	5	8	6	8	7	1	9	8	5	8	5	3	3	1	8	6	7	10	3	4	2	9	5	6	6	4	6	12	5	10	6	11	6	7	6	11	12	9	4	6	6	7	5	9	1	7	9	7	11	11	15	10	7	6	11	11	5	4	8	6	7	6	8	10	5
5	3	8	7	6	3	8	10	13	6	12	15	21	20	15	17	18	14	16	18	17	16	15	20	13	21	17	16	12	6	14	11	7	11	11	5	8	6	9	10	8	3	6	4	2	6	4	5	9	5	5	5	11	8	7	5	7	9	5	14	7	8	4	5	8	6	9	6	7	6	6	7	2	9	4	2	1	13	3	2	8	4	1	2	5	1	4	4	5	3	2	6	2	9	4	7	4	4	4	1	5	7	5	4	3	4	6	4	1	5	7	5	9	6	8	9	10	6	6	7	2	1	5	5	7	8	8	8	6	4	5	0	6	4	8	4	2	5	3	8	8	4	8	5	9	5	9	8	8	5	8	11	6	5	8	8	7	3	8	9	4	5	8	3	8	6	10	6	4	7	3	12	7	9	6	8	5	7	4	5	10	6	7	8	11	8	6	4	7	7	8	8	7	8	6	6	7	14	9	4	9	5	7	6	8	8	7	6	6	9	7	9	9	4	7	11	11	9	10	7	6	9	9	5	4	4	8	7	10	7	6	4	11	6	8	4	7	8	11	7	9	7	8	5	10	6	6	6	6	12
7	6	10	7	8	6	8	8	8	9	6	7	13	14	21	20	16	25	22	14	20	22	17	22	16	24	10	16	15	4	16	14	7	11	5	5	6	9	6	11	7	7	6	7	6	7	3	7	8	6	7	11	3	7	12	6	8	8	8	8	4	5	9	6	14	8	11	7	6	4	6	9	9	8	3	5	5	3	2	2	5	4	4	8	4	6	3	4	2	2	5	7	5	5	5	7	6	1	5	3	5	2	4	5	4	2	5	4	5	5	3	7	3	7	7	6	6	3	6	7	4	5	8	3	4	7	7	1	6	1	3	6	4	4	6	7	2	11	6	10	4	2	5	6	2	5	5	9	4	8	6	5	8	4	6	6	6	9	4	3	8	10	6	7	3	5	9	5	9	8	6	5	5	8	10	9	6	7	7	10	10	11	8	8	5	5	7	9	1	3	5	5	4	5	6	4	5	8	3	2	9	6	4	11	8	9	10	4	9	4	9	7	9	5	6	3	5	10	10	9	8	6	9	6	5	4	10	9	7	9	14	9	9	14	10	9	6	9	3	4	2	8	11	12	4	8	8	9	9	3
1	4	3	4	9	6	9	9	13	21	12	5	13	12	18	16	20	14	22	17	16	13	24	16	22	18	19	19	15	15	19	12	10	12	11	12	8	9	11	6	7	8	8	6	15	5	3	6	3	10	9	6	8	4	8	11	8	7	8	5	7	6	10	5	4	8	9	10	11	8	13	8	5	7	10	7	9	5	3	1	3	7	3	4	3	1	7	5	2	8	5	5	6	3	5	3	13	6	3	3	8	4	10	11	3	8	6	9	7	3	3	3	12	6	9	6	6	6	8	2	1	5	3	8	9	5	8	2	10	5	3	7	6	2	3	5	7	6	6	4	6	1	3	7	6	7	7	7	3	5	4	6	10	5	12	9	3	10	13	5	7	5	4	9	3	4	7	7	7	11	8	6	7	8	4	9	6	10	8	4	7	7	8	6	8	2	2	8	7	8	7	4	7	3	7	7	5	2	4	5	5	7	4	5	11	4	9	8	5	10	6	10	6	7	9	6	4	6	10	9	7	7	3	8	10	10	7	6	3	5	9	8	9	8	7	12	9	7	3	5	10	7	7	6	8	7	5	4	5	7
5	4	7	5	8	9	9	12	8	14	14	13	19	18	21	22	14	25	16	17	22	24	20	26	22	23	18	13	17	14	9	15	10	7	16	4	10	9	9	6	12	12	4	7	4	7	6	2	3	11	7	3	5	12	12	11	3	13	5	4	6	9	9	8	12	10	7	8	13	6	10	6	12	2	7	2	7	3	3	4	6	3	5	5	4	8	4	4	5	2	3	7	5	4	6	1	4	5	4	5	4	5	2	3	4	1	6	0	4	6	2	3	5	5	4	3	9	8	9	4	4	4	6	4	2	4	6	1	6	8	11	7	6	6	3	8	7	8	7	6	7	3	7	1	5	5	11	6	8	6	8	4	5	5	6	4	5	4	5	8	5	8	3	2	7	7	9	11	6	10	7	8	7	3	3	1	7	10	4	5	6	5	4	3	7	3	11	4	6	15	4	5	2	7	6	5	6	5	5	6	11	3	3	6	8	9	9	7	10	6	12	10	11	17	7	4	10	7	6	6	9	4	9	12	14	3	8	12	4	5	7	5	7	9	5	7	12	3	9	4	9	5	5	6	7	5	9	5	11	7
3	6	7	9	11	7	11	6	8	9	9	11	10	16	17	15	25	20	20	21	25	17	15	22	22	18	20	13	11	18	24	10	9	7	9	14	10	6	17	7	4	7	9	9	8	6	6	8	7	1	10	9	6	6	12	9	8	6	11	9	11	8	8	8	5	6	8	10	12	11	9	18	8	5	6	7	6	3	4	4	3	2	3	4	6	4	6	7	9	9	6	4	4	7	10	13	4	5	4	7	3	6	5	3	7	4	5	4	2	3	6	4	5	4	4	9	5	11	7	10	4	6	5	6	3	1	3	4	8	11	9	12	9	5	3	6	6	8	8	7	8	4	4	7	8	8	5	8	5	6	4	7	11	8	5	6	9	11	4	4	4	8	6	4	5	11	7	7	8	5	4	7	4	7	10	4	12	4	7	7	9	11	7	2	7	4	11	7	3	3	8	4	6	4	8	6	9	3	4	8	8	4	7	7	5	10	9	14	6	11	4	7	9	9	8	10	10	9	4	5	11	2	10	6	6	5	8	6	8	9	8	6	7	6	5	4	8	7	2	8	8	12	4	7	8	5	8	5	9	7
2	5	5	1	10	6	11	8	12	17	11	12	11	14	17	22	21	16	22	24	19	13	22	20	22	21	23	17	18	22	15	21	17	6	9	10	6	9	13	7	4	10	3	6	5	6	8	6	5	6	7	4	3	8	5	7	7	4	3	3	8	4	2	5	9	16	15	10	12	14	13	4	5	6	3	6	4	5	4	3	2	7	4	2	6	4	4	10	6	4	4	8	3	2	5	8	7	7	9	4	8	4	6	5	6	9	5	6	2	7	7	3	3	8	12	5	5	9	4	8	6	10	6	6	5	3	6	2	7	6	8	5	6	5	10	8	10	6	3	7	10	11	9	7	13	9	8	5	10	3	6	3	3	14	4	7	7	6	2	9	7	13	7	9	3	6	7	8	4	10	7	14	11	15	8	9	8	7	8	2	3	6	10	6	6	9	5	6	4	10	4	7	6	4	4	1	4	7	4	7	5	4	7	7	4	7	7	11	9	7	10	5	6	8	11	11	9	8	9	7	12	7	9	4	9	11	6	7	7	10	11	5	9	1	4	6	6	6	4	6	10	4	9	5	5	10	10	7	5	11
5	6	6	8	6	15	9	10	6	8	9	12	18	12	18	24	12	20	14	22	26	15	19	22	15	24	23	26	14	15	12	13	20	8	12	10	11	8	11	9	12	4	7	10	4	9	4	5	5	3	7	6	9	7	6	5	11	6	6	7	7	7	14	10	9	9	11	4	5	6	6	6	5	11	8	5	2	6	3	6	5	9	4	7	7	2	4	5	7	6	3	4	10	4	6	3	5	5	8	6	10	6	7	5	10	5	10	4	8	4	7	6	4	2	4	5	4	7	12	6	6	6	7	5	8	9	4	5	7	11	5	5	7	3	4	11	5	8	14	11	7	6	9	6	11	11	8	7	6	7	7	5	7	15	9	5	5	8	7	7	10	6	11	9	6	7	10	8	3	6	4	7	12	7	6	5	3	10	6	7	4	5	8	8	5	5	5	4	4	5	5	4	2	2	4	8	1	2	1	7	9	7	10	8	9	4	8	10	13	11	7	12	6	12	8	11	6	5	9	11	7	9	3	4	11	7	6	6	6	11	2	9	11	6	5	9	5	6	9	5	7	7	4	8	7	7	11	7	8	5
0	2	8	4	8	6	8	14	6	11	14	11	8	15	20	15	11	19	18	14	19	21	17	19	10	16	24	24	19	16	22	10	9	17	18	18	7	10	11	8	8	6	4	7	8	11	6	3	10	7	6	6	9	4	7	10	3	11	8	4	12	8	12	10	15	11	9	12	13	8	7	11	14	3	11	4	11	6	4	6	4	5	7	5	7	5	5	4	7	13	11	8	7	10	5	7	4	6	6	7	11	4	7	5	4	5	6	8	2	8	7	7	9	5	3	10	4	12	9	6	10	6	8	3	4	11	5	6	4	6	7	5	8	5	5	14	8	6	6	13	5	6	4	9	9	5	8	1	6	5	6	5	9	6	4	6	7	11	9	7	7	7	9	7	10	5	11	7	7	6	5	7	5	8	2	4	10	5	9	8	10	5	4	2	6	6	9	3	6	6	4	6	7	1	4	3	4	4	6	12	5	5	4	6	12	8	8	9	6	10	6	7	9	8	7	10	11	7	6	8	6	9	6	10	9	7	8	8	6	7	7	6	8	1	8	13	7	3	8	8	6	6	7	10	2	14	10	11	9	7
5	5	6	6	5	8	10	9	4	8	18	7	16	10	10	12	8	17	14	10	16	13	27	25	10	19	18	17	21	22	10	23	21	12	12	13	11	5	11	8	8	2	5	13	7	4	2	7	5	5	5	6	5	5	8	6	6	6	7	7	7	10	8	4	15	11	13	12	11	10	12	9	9	12	6	7	5	5	5	7	5	4	4	2	3	8	7	7	6	7	1	6	3	7	7	7	5	6	1	7	10	7	7	2	6	6	1	9	5	3	8	5	4	5	7	9	9	3	3	3	8	7	8	1	12	7	5	6	8	12	9	6	10	12	7	6	4	9	17	6	7	10	10	9	12	2	7	7	3	6	6	6	7	8	5	7	6	3	11	7	12	8	6	3	4	5	8	3	5	6	7	8	8	5	7	5	5	6	6	10	7	3	14	6	5	10	4	3	5	3	6	4	3	8	2	7	2	8	4	7	6	6	11	2	8	6	11	3	14	12	13	13	7	14	5	8	9	6	8	7	7	9	11	9	11	7	7	4	12	9	9	9	12	2	4	5	4	13	10	6	7	5	9	8	8	5	11	12	6	10
